id;text;locale_key;group;link;external_link;target;icon;disabled;hide;hide_in_breadcrumb;shortcut;shortcut_root;reuse;code;description;type;order;api_permission_codes;parent_id;component_file;redirect
1;仪表盘;;false;/dashboard;;PARENT;ant-design:appstore-outlined;false;false;false;false;false;false;dashboard;;MENU;1;;;LAYOUT;/dashboard/analysis
2;分析页;;false;/dashboard/analysis;;BLANK;;false;false;false;false;false;false;dashboard-analysis;;MENU;0;;1;dashboard/Analysis;
3;系统设置;;false;/settings/system;;NULL;ion:settings-outline;false;false;false;false;false;false;settings-system;;MENU;1;;;LAYOUT;
4;缓存管理;;false;/system/cache-manage;;SELF;;false;false;false;false;false;false;system-cache-manage;;MENU;1;;3;system/cache-manage/cache-manage;
5;数据可视;;false;/entities/report;;SELF;ant-design:bar-chart-outlined;false;false;false;false;false;false;report;;MENU;1;;;LAYOUT;
6;可视权限;;false;/system/view-permission;;SELF;;false;false;false;false;false;false;systemViewPermissionList;;MENU;1;;3;system/view-permission/view-permission-list;
7;新建可视权限;;false;;;SELF;;false;true;false;false;false;false;system:viewPermission:new;;BUTTON;1;;6;;
8;编辑可视权限;;false;;;SELF;;false;true;false;false;false;false;system:viewPermission:edit;;BUTTON;1;;6;;
9;查看可视权限;;false;;;SELF;;false;true;false;false;false;false;system:viewPermission:detail;;BUTTON;1;;6;;
10;删除可视权限;;false;;;SELF;;false;true;false;false;false;false;system:viewPermission:delete;;BUTTON;1;;6;;
11;导入可视权限;;false;;;SELF;;false;true;false;false;false;false;system:viewPermission:import;;BUTTON;1;;6;;
12;导出可视权限;;false;;;SELF;;false;true;false;false;false;false;system:viewPermission:export;;BUTTON;1;;6;;
13;打印可视权限;;false;;;SELF;;false;true;false;false;false;false;system:viewPermission:print;;BUTTON;1;;6;;
14;列配置可视权限;;false;;;SELF;;false;true;false;false;false;false;system:viewPermission:customColumn;;BUTTON;1;;6;;
15;编辑可视权限;;false;/system/view-permission/:entityId/edit;;SELF;;false;true;false;false;false;false;systemViewPermissionEdit;;MENU;1;;3;system/view-permission/view-permission-edit;
16;新建可视权限;;false;/system/view-permission/new;;SELF;;false;true;false;false;false;false;systemViewPermissionNew;;MENU;1;;3;system/view-permission/view-permission-edit;
17;查看可视权限;;false;/system/view-permission/:entityId/detail;;SELF;;false;true;false;false;false;false;systemViewPermissionDetail;;MENU;1;;3;system/view-permission/view-permission-detail;
18;角色;;false;/system/authority;;SELF;;false;false;false;false;false;false;systemAuthorityList;;MENU;1;;3;system/authority/authority-list;
19;新建角色;;false;;;SELF;;false;true;false;false;false;false;system:authority:new;;BUTTON;1;;18;;
20;编辑角色;;false;;;SELF;;false;true;false;false;false;false;system:authority:edit;;BUTTON;1;;18;;
21;查看角色;;false;;;SELF;;false;true;false;false;false;false;system:authority:detail;;BUTTON;1;;18;;
22;删除角色;;false;;;SELF;;false;true;false;false;false;false;system:authority:delete;;BUTTON;1;;18;;
23;导入角色;;false;;;SELF;;false;true;false;false;false;false;system:authority:import;;BUTTON;1;;18;;
24;导出角色;;false;;;SELF;;false;true;false;false;false;false;system:authority:export;;BUTTON;1;;18;;
25;打印角色;;false;;;SELF;;false;true;false;false;false;false;system:authority:print;;BUTTON;1;;18;;
26;列配置角色;;false;;;SELF;;false;true;false;false;false;false;system:authority:customColumn;;BUTTON;1;;18;;
27;编辑角色;;false;/system/authority/:entityId/edit;;SELF;;false;true;false;false;false;false;systemAuthorityEdit;;MENU;1;;3;system/authority/authority-edit;
28;新建角色;;false;/system/authority/new;;SELF;;false;true;false;false;false;false;systemAuthorityNew;;MENU;1;;3;system/authority/authority-edit;
29;查看角色;;false;/system/authority/:entityId/detail;;SELF;;false;true;false;false;false;false;systemAuthorityDetail;;MENU;1;;3;system/authority/authority-detail;
30;用户;;false;/system/user;;SELF;;false;false;false;false;false;false;systemUserList;;MENU;1;;3;system/user/user-list;
31;新建用户;;false;;;SELF;;false;true;false;false;false;false;system:user:new;;BUTTON;1;;30;;
32;编辑用户;;false;;;SELF;;false;true;false;false;false;false;system:user:edit;;BUTTON;1;;30;;
33;查看用户;;false;;;SELF;;false;true;false;false;false;false;system:user:detail;;BUTTON;1;;30;;
34;删除用户;;false;;;SELF;;false;true;false;false;false;false;system:user:delete;;BUTTON;1;;30;;
35;导入用户;;false;;;SELF;;false;true;false;false;false;false;system:user:import;;BUTTON;1;;30;;
36;导出用户;;false;;;SELF;;false;true;false;false;false;false;system:user:export;;BUTTON;1;;30;;
37;打印用户;;false;;;SELF;;false;true;false;false;false;false;system:user:print;;BUTTON;1;;30;;
38;列配置用户;;false;;;SELF;;false;true;false;false;false;false;system:user:customColumn;;BUTTON;1;;30;;
39;编辑用户;;false;/system/user/:entityId/edit;;SELF;;false;true;false;false;false;false;systemUserEdit;;MENU;1;;3;system/user/user-edit;
40;新建用户;;false;/system/user/new;;SELF;;false;true;false;false;false;false;systemUserNew;;MENU;1;;3;system/user/user-edit;
41;查看用户;;false;/system/user/:entityId/detail;;SELF;;false;true;false;false;false;false;systemUserDetail;;MENU;1;;3;system/user/user-detail;
42;API权限;;false;/system/api-permission;;SELF;;false;false;false;false;false;false;systemApiPermissionList;;MENU;1;;3;system/api-permission/api-permission-list;
43;新建API权限;;false;;;SELF;;false;true;false;false;false;false;system:apiPermission:new;;BUTTON;1;;42;;
44;编辑API权限;;false;;;SELF;;false;true;false;false;false;false;system:apiPermission:edit;;BUTTON;1;;42;;
45;查看API权限;;false;;;SELF;;false;true;false;false;false;false;system:apiPermission:detail;;BUTTON;1;;42;;
46;删除API权限;;false;;;SELF;;false;true;false;false;false;false;system:apiPermission:delete;;BUTTON;1;;42;;
47;导入API权限;;false;;;SELF;;false;true;false;false;false;false;system:apiPermission:import;;BUTTON;1;;42;;
48;导出API权限;;false;;;SELF;;false;true;false;false;false;false;system:apiPermission:export;;BUTTON;1;;42;;
49;打印API权限;;false;;;SELF;;false;true;false;false;false;false;system:apiPermission:print;;BUTTON;1;;42;;
50;列配置API权限;;false;;;SELF;;false;true;false;false;false;false;system:apiPermission:customColumn;;BUTTON;1;;42;;
51;编辑API权限;;false;/system/api-permission/:entityId/edit;;SELF;;false;true;false;false;false;false;systemApiPermissionEdit;;MENU;1;;3;system/api-permission/api-permission-edit;
52;新建API权限;;false;/system/api-permission/new;;SELF;;false;true;false;false;false;false;systemApiPermissionNew;;MENU;1;;3;system/api-permission/api-permission-edit;
53;查看API权限;;false;/system/api-permission/:entityId/detail;;SELF;;false;true;false;false;false;false;systemApiPermissionDetail;;MENU;1;;3;system/api-permission/api-permission-detail;
54;配置管理;;false;/settings;;SELF;ant-design:control-filled;false;false;false;false;false;false;settings;;MENU;1;;;LAYOUT;
55;部门;;false;/settings/department;;SELF;;false;false;false;false;false;false;systemDepartmentList;;MENU;1;;54;settings/department/department-list;
56;新建部门;;false;;;SELF;;false;true;false;false;false;false;system:department:new;;BUTTON;1;;55;;
57;编辑部门;;false;;;SELF;;false;true;false;false;false;false;system:department:edit;;BUTTON;1;;55;;
58;查看部门;;false;;;SELF;;false;true;false;false;false;false;system:department:detail;;BUTTON;1;;55;;
59;删除部门;;false;;;SELF;;false;true;false;false;false;false;system:department:delete;;BUTTON;1;;55;;
60;导入部门;;false;;;SELF;;false;true;false;false;false;false;system:department:import;;BUTTON;1;;55;;
61;导出部门;;false;;;SELF;;false;true;false;false;false;false;system:department:export;;BUTTON;1;;55;;
62;打印部门;;false;;;SELF;;false;true;false;false;false;false;system:department:print;;BUTTON;1;;55;;
63;列配置部门;;false;;;SELF;;false;true;false;false;false;false;system:department:customColumn;;BUTTON;1;;55;;
64;编辑部门;;false;/settings/department/:entityId/edit;;SELF;;false;true;false;false;false;false;systemDepartmentEdit;;MENU;1;;54;settings/department/department-edit;
65;新建部门;;false;/settings/department/new;;SELF;;false;true;false;false;false;false;systemDepartmentNew;;MENU;1;;54;settings/department/department-edit;
66;查看部门;;false;/settings/department/:entityId/detail;;SELF;;false;true;false;false;false;false;systemDepartmentDetail;;MENU;1;;54;settings/department/department-detail;
67;岗位;;false;/settings/position;;SELF;;false;false;false;false;false;false;systemPositionList;;MENU;1;;54;settings/position/position-list;
68;新建岗位;;false;;;SELF;;false;true;false;false;false;false;system:position:new;;BUTTON;1;;67;;
69;编辑岗位;;false;;;SELF;;false;true;false;false;false;false;system:position:edit;;BUTTON;1;;67;;
70;查看岗位;;false;;;SELF;;false;true;false;false;false;false;system:position:detail;;BUTTON;1;;67;;
71;删除岗位;;false;;;SELF;;false;true;false;false;false;false;system:position:delete;;BUTTON;1;;67;;
72;导入岗位;;false;;;SELF;;false;true;false;false;false;false;system:position:import;;BUTTON;1;;67;;
73;导出岗位;;false;;;SELF;;false;true;false;false;false;false;system:position:export;;BUTTON;1;;67;;
74;打印岗位;;false;;;SELF;;false;true;false;false;false;false;system:position:print;;BUTTON;1;;67;;
75;列配置岗位;;false;;;SELF;;false;true;false;false;false;false;system:position:customColumn;;BUTTON;1;;67;;
76;编辑岗位;;false;/settings/position/:entityId/edit;;SELF;;false;true;false;false;false;false;systemPositionEdit;;MENU;1;;54;settings/position/position-edit;
77;新建岗位;;false;/settings/position/new;;SELF;;false;true;false;false;false;false;systemPositionNew;;MENU;1;;54;settings/position/position-edit;
78;查看岗位;;false;/settings/position/:entityId/detail;;SELF;;false;true;false;false;false;false;systemPositionDetail;;MENU;1;;54;settings/position/position-detail;
79;业务类型;;false;/settings/business-type;;SELF;;false;false;false;false;false;false;systemBusinessTypeList;;MENU;1;;54;settings/business-type/business-type-list;
80;新建业务类型;;false;;;SELF;;false;true;false;false;false;false;system:businessType:new;;BUTTON;1;;79;;
81;编辑业务类型;;false;;;SELF;;false;true;false;false;false;false;system:businessType:edit;;BUTTON;1;;79;;
82;查看业务类型;;false;;;SELF;;false;true;false;false;false;false;system:businessType:detail;;BUTTON;1;;79;;
83;删除业务类型;;false;;;SELF;;false;true;false;false;false;false;system:businessType:delete;;BUTTON;1;;79;;
84;导入业务类型;;false;;;SELF;;false;true;false;false;false;false;system:businessType:import;;BUTTON;1;;79;;
85;导出业务类型;;false;;;SELF;;false;true;false;false;false;false;system:businessType:export;;BUTTON;1;;79;;
86;打印业务类型;;false;;;SELF;;false;true;false;false;false;false;system:businessType:print;;BUTTON;1;;79;;
87;列配置业务类型;;false;;;SELF;;false;true;false;false;false;false;system:businessType:customColumn;;BUTTON;1;;79;;
88;编辑业务类型;;false;/settings/business-type/:entityId/edit;;SELF;;false;true;false;false;false;false;systemBusinessTypeEdit;;MENU;1;;54;settings/business-type/business-type-edit;
89;新建业务类型;;false;/settings/business-type/new;;SELF;;false;true;false;false;false;false;systemBusinessTypeNew;;MENU;1;;54;settings/business-type/business-type-edit;
90;查看业务类型;;false;/settings/business-type/:entityId/detail;;SELF;;false;true;false;false;false;false;systemBusinessTypeDetail;;MENU;1;;54;settings/business-type/business-type-detail;
115;文件管理;;false;/files;;SELF;ant-design:file-search-outlined;false;false;false;false;false;false;files;;MENU;1;;;LAYOUT;
116;资源分类;;false;/files/resource-category;;SELF;;false;false;false;false;false;false;ossResourceCategoryList;;MENU;1;;115;files/resource-category/resource-category-list;
117;新建资源分类;;false;;;SELF;;false;true;false;false;false;false;oss:resourceCategory:new;;BUTTON;1;;116;;
118;编辑资源分类;;false;;;SELF;;false;true;false;false;false;false;oss:resourceCategory:edit;;BUTTON;1;;116;;
119;查看资源分类;;false;;;SELF;;false;true;false;false;false;false;oss:resourceCategory:detail;;BUTTON;1;;116;;
120;删除资源分类;;false;;;SELF;;false;true;false;false;false;false;oss:resourceCategory:delete;;BUTTON;1;;116;;
121;导入资源分类;;false;;;SELF;;false;true;false;false;false;false;oss:resourceCategory:import;;BUTTON;1;;116;;
122;导出资源分类;;false;;;SELF;;false;true;false;false;false;false;oss:resourceCategory:export;;BUTTON;1;;116;;
123;打印资源分类;;false;;;SELF;;false;true;false;false;false;false;oss:resourceCategory:print;;BUTTON;1;;116;;
124;列配置资源分类;;false;;;SELF;;false;true;false;false;false;false;oss:resourceCategory:customColumn;;BUTTON;1;;116;;
125;编辑资源分类;;false;/files/resource-category/:entityId/edit;;SELF;;false;true;false;false;false;false;ossResourceCategoryEdit;;MENU;1;;115;files/resource-category/resource-category-edit;
